TransactionID,OrderDate,DeliveryDate,Manufacturer,ManufacturerRegion,TherapeuticCategory,ProductDescription,Quantity,UnitPrice,TotalCost,ComplianceStandards,RiskFactors,ShortageRisk,ColdChainRequired,LeadTimeDays,OnTimeDelivery,SavingsIdentified,SavingsRealized,PaymentTermsDays,ContractNumber
PHRX00944,2025-05-15,2025-07-06,California Biologics Corporation,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,9081,4506.75,40925796.75,"GDP Compliant, WHO Prequalified, EMA Certified",Regulatory Approval Delays,Medium,False,52,False,7384957.23,4801404.81,90,
PHRX00945,2024-05-04,2024-06-06,Dublin BioPharmaceuticals,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,2667,1721.53,4591320.51,"ISO 13485 Certified, GMP Certified, WHO Prequalified, FDA Approved","Single Source Supplier, Raw Material Shortage, Geopolitical Risk",High,True,33,False,0.0,0.0,60,PHR-CON-1782
PHRX00946,2024-05-16,2024-07-09,Swiss MedSupply GmbH,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3340,2896.59,9674610.6,"ISO 13485 Certified, GDP Compliant",Transportation Delays,Medium,False,54,False,0.0,0.0,60,
PHRX00947,2024-08-03,2024-08-30,German Pharma AG,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1504,3945.46,5933971.84,"FDA Approved, WHO Prequalified",Single Source Supplier,Medium,False,27,True,1366954.21,822227.79,30,PHR-CON-3149
PHRX00948,2024-07-03,2024-07-29,Galway MedTech Solutions,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,7417,2938.07,21791665.19,"GDP Compliant, EMA Certified, WHO Prequalified",Transportation Delays,Medium,False,26,True,0.0,0.0,30,
PHRX00949,2023-09-20,2023-10-07,Shanghai Medical Supply Co,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,9149,833.49,7625600.01,"ISO 13485 Certified, GDP Compliant, EMA Certified, FDA Approved",Geopolitical Risk,Medium,False,17,True,0.0,0.0,30,PHR-CON-1373
PHRX00950,2025-03-20,2025-04-04,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,426,2410.56,1026898.56,"WHO Prequalified, GDP Compliant, ISO 13485 Certified, GMP Certified",Regulatory Approval Delays,Medium,False,15,True,0.0,0.0,90,
PHRX00951,2025-12-04,2026-01-16,Hyderabad Drug Manufacturing,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1228,4438.13,5450023.64,"EMA Certified, GMP Certified",Regulatory Approval Delays,Medium,False,43,False,0.0,0.0,90,PHR-CON-4832
PHRX00952,2023-05-16,2023-06-04,Hyderabad Drug Manufacturing,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8205,1805.82,14816753.1,"GMP Certified, WHO Prequalified",Geopolitical Risk,Medium,False,19,True,0.0,0.0,90,PHR-CON-1172
PHRX00953,2023-09-10,2023-10-04,German Pharma AG,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,2834,1626.91,4610662.94,"WHO Prequalified, EMA Certified","Quality Audit Issues, Regulatory Approval Delays",High,True,24,True,0.0,0.0,60,PHR-CON-4479
PHRX00954,2025-01-29,2025-03-24,Shanghai Medical Supply Co,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,2240,2778.81,6224534.4,"FDA Approved, GMP Certified, WHO Prequalified, EMA Certified",Regulatory Approval Delays,Medium,False,54,False,0.0,0.0,90,PHR-CON-6196
PHRX00955,2023-05-09,2023-06-02,Shenzhen Drug Manufacturing,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,7055,4025.57,28400396.35,"WHO Prequalified, GDP Compliant, EMA Certified","Raw Material Shortage, Quality Audit Issues, Manufacturing Capacity Constraints",High,False,24,True,3019763.79,1635664.31,90,PHR-CON-4785
PHRX00956,2024-11-14,2024-11-26,Mumbai Generics Ltd,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,1853,4063.24,7529183.72,"FDA Approved, EMA Certified",Geopolitical Risk,Medium,False,12,True,0.0,0.0,30,PHR-CON-9340
PHRX00957,2023-08-28,2023-09-08,Cork Pharmaceutical Manufacturing Ltd,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1253,4357.29,5459684.37,"GMP Certified, ISO 13485 Certified",Quality Audit Issues,Medium,False,11,True,0.0,0.0,30,PHR-CON-5288
PHRX00958,2023-05-16,2023-05-26,California Biologics Corporation,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1600,968.6,1549760.0,"ISO 13485 Certified, EMA Certified",None,Low,False,10,True,0.0,0.0,90,PHR-CON-2303
PHRX00959,2026-01-18,2026-02-27,New Jersey Drug Co,USA,Oncology - Injectable,Oncology Pharmaceutical Product,8215,3555.78,29210732.7,"WHO Prequalified, EMA Certified, ISO 13485 Certified, GMP Certified","Manufacturing Capacity Constraints, Single Source Supplier",High,True,40,False,0.0,0.0,30,PHR-CON-7772
PHRX00960,2023-03-15,2023-04-02,Texas Pharma Manufacturing,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,9527,4396.97,41889933.19,"WHO Prequalified, FDA Approved","Single Source Supplier, Geopolitical Risk",High,False,18,True,4787227.19,4768031.4,90,PHR-CON-8170
PHRX00961,2024-10-09,2024-12-08,French Biologics SA,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,4776,2557.94,12216721.44,"ISO 13485 Certified, GDP Compliant","Raw Material Shortage, Geopolitical Risk",High,False,60,False,0.0,0.0,90,PHR-CON-2961
PHRX00962,2025-12-03,2025-12-26,Bangalore Pharmaceutical Co,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8192,355.02,2908323.84,"WHO Prequalified, FDA Approved, ISO 13485 Certified",None,Low,False,23,True,0.0,0.0,30,PHR-CON-3047
PHRX00963,2024-02-15,2024-04-09,Galway MedTech Solutions,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1179,3505.48,4132960.92,"GDP Compliant, WHO Prequalified, ISO 13485 Certified, EMA Certified","Regulatory Approval Delays, Quality Audit Issues",High,False,54,False,0.0,0.0,60,
PHRX00964,2023-02-12,2023-03-25,California Biologics Corporation,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,5881,261.36,1537058.16,"ISO 13485 Certified, WHO Prequalified, GDP Compliant","Transportation Delays, Regulatory Approval Delays, Raw Material Shortage",High,False,41,False,0.0,0.0,30,PHR-CON-9817
PHRX00965,2023-03-05,2023-03-21,Guangzhou Biotech Ltd,China,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,5289,4373.14,23129537.46,"WHO Prequalified, EMA Certified, ISO 13485 Certified",Regulatory Approval Delays,Medium,False,16,True,0.0,0.0,30,PHR-CON-1210
PHRX00966,2024-01-31,2024-02-16,Swiss MedSupply GmbH,EU,Oncology - Injectable,Oncology Pharmaceutical Product,6510,519.49,3381879.9,"EMA Certified, GDP Compliant, GMP Certified",None,Low,True,16,True,0.0,0.0,90,PHR-CON-9910
PHRX00967,2025-03-08,2025-04-01,California Biologics Corporation,USA,Vaccines - Injectable,Vaccines Pharmaceutical Product,8277,3053.78,25276137.06,"ISO 13485 Certified, EMA Certified, WHO Prequalified","Single Source Supplier, Quality Audit Issues, Transportation Delays",High,True,24,True,2898073.41,2139792.87,30,PHR-CON-6477
PHRX00968,2023-12-17,2024-01-26,Beijing Pharmaceutical Group,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5146,2478.01,12751839.46,"EMA Certified, GDP Compliant, GMP Certified, ISO 13485 Certified",Manufacturing Capacity Constraints,Medium,False,40,False,967681.19,620233.87,90,PHR-CON-1083
PHRX00969,2024-01-15,2024-01-30,Delhi Biotech Solutions,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,6162,137.66,848260.92,"EMA Certified, WHO Prequalified, GDP Compliant",Transportation Delays,Medium,False,15,True,0.0,0.0,60,PHR-CON-4826
PHRX00970,2024-12-18,2025-02-13,Hyderabad Drug Manufacturing,India,Respiratory - Inhaled,Respiratory Pharmaceutical Product,2182,3506.73,7651684.86,"WHO Prequalified, GMP Certified, EMA Certified","Manufacturing Capacity Constraints, Geopolitical Risk",High,False,57,False,0.0,0.0,90,PHR-CON-9721
PHRX00971,2024-09-05,2024-10-12,Galway MedTech Solutions,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2530,1951.51,4937320.3,"GDP Compliant, FDA Approved, ISO 13485 Certified, EMA Certified",Raw Material Shortage,Medium,False,37,False,690716.22,613850.98,60,
PHRX00972,2024-03-24,2024-05-15,Texas Pharma Manufacturing,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,3759,2395.05,9002992.95,"FDA Approved, GDP Compliant, GMP Certified, ISO 13485 Certified",Geopolitical Risk,Medium,False,52,False,0.0,0.0,60,
PHRX00973,2024-09-07,2024-10-04,Swiss MedSupply GmbH,EU,Oncology - Injectable,Oncology Pharmaceutical Product,9890,4790.74,47380418.6,"FDA Approved, GDP Compliant, WHO Prequalified, GMP Certified","Manufacturing Capacity Constraints, Transportation Delays",High,True,27,True,9861848.5,7016662.44,30,
PHRX00974,2024-10-28,2024-11-23,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,572,1515.71,866986.12,"WHO Prequalified, ISO 13485 Certified, FDA Approved, EMA Certified",Geopolitical Risk,Medium,False,26,True,0.0,0.0,30,PHR-CON-3550
PHRX00975,2023-08-17,2023-10-01,Shenzhen Drug Manufacturing,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7570,4687.67,35485661.9,"EMA Certified, GMP Certified, ISO 13485 Certified",None,Low,False,45,False,0.0,0.0,30,PHR-CON-6555
PHRX00976,2023-06-15,2023-06-29,Galway MedTech Solutions,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,5265,1875.67,9875402.55,"ISO 13485 Certified, GMP Certified, FDA Approved, GDP Compliant",Quality Audit Issues,Medium,True,14,True,0.0,0.0,30,PHR-CON-3529
PHRX00977,2024-05-06,2024-06-23,Hyderabad Drug Manufacturing,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,1015,4422.14,4488472.1,"WHO Prequalified, EMA Certified, ISO 13485 Certified, FDA Approved","Geopolitical Risk, Transportation Delays, Single Source Supplier",High,False,48,False,0.0,0.0,30,
PHRX00978,2023-07-20,2023-08-01,Hyderabad Drug Manufacturing,India,Respiratory - Inhaled,Respiratory Pharmaceutical Product,5729,451.74,2588018.46,"ISO 13485 Certified, WHO Prequalified",Manufacturing Capacity Constraints,Medium,False,12,True,0.0,0.0,90,
PHRX00979,2026-01-23,2026-02-08,German Pharma AG,EU,Oncology - Injectable,Oncology Pharmaceutical Product,1988,2270.07,4512899.16,"EMA Certified, WHO Prequalified, FDA Approved",Manufacturing Capacity Constraints,Medium,True,16,True,805915.84,683935.55,30,PHR-CON-4219
PHRX00980,2026-01-07,2026-01-28,California Biologics Corporation,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,5391,2527.89,13627854.99,"WHO Prequalified, ISO 13485 Certified, FDA Approved",Quality Audit Issues,Medium,False,21,True,0.0,0.0,90,PHR-CON-1428
PHRX00981,2025-03-24,2025-04-26,German Pharma AG,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,689,1040.62,716987.18,"EMA Certified, GMP Certified",Quality Audit Issues,Medium,False,33,False,0.0,0.0,60,PHR-CON-9321
PHRX00982,2024-02-10,2024-03-20,New Jersey Drug Co,USA,Oncology - Injectable,Oncology Pharmaceutical Product,220,803.67,176807.4,"WHO Prequalified, GMP Certified, GDP Compliant, EMA Certified",Manufacturing Capacity Constraints,Medium,True,39,False,0.0,0.0,90,
PHRX00983,2024-06-21,2024-07-14,Bangalore Pharmaceutical Co,India,Respiratory - Inhaled,Respiratory Pharmaceutical Product,6532,4494.74,29359641.68,"WHO Prequalified, GDP Compliant",Regulatory Approval Delays,Medium,False,23,True,0.0,0.0,90,PHR-CON-5500
PHRX00984,2025-03-11,2025-05-06,Beijing Pharmaceutical Group,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,6448,607.83,3919287.84,"WHO Prequalified, EMA Certified",None,Low,False,56,False,0.0,0.0,90,PHR-CON-7659
PHRX00985,2025-01-30,2025-03-21,Texas Pharma Manufacturing,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,3865,2345.71,9066169.15,"GDP Compliant, EMA Certified, FDA Approved, GMP Certified",None,Low,False,50,False,0.0,0.0,30,
PHRX00986,2025-04-05,2025-05-13,Shenzhen Drug Manufacturing,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,9960,4921.94,49022522.4,"ISO 13485 Certified, WHO Prequalified",Quality Audit Issues,Medium,True,38,False,0.0,0.0,30,PHR-CON-2619
PHRX00987,2025-06-07,2025-06-18,German Pharma AG,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,919,4270.77,3924837.63,"GDP Compliant, FDA Approved",Regulatory Approval Delays,Medium,False,11,True,0.0,0.0,30,
PHRX00988,2024-02-26,2024-03-07,Bangalore Pharmaceutical Co,India,Oncology - Injectable,Oncology Pharmaceutical Product,6208,4856.15,30146979.2,"GDP Compliant, ISO 13485 Certified",Quality Audit Issues,Medium,True,10,True,0.0,0.0,60,
PHRX00989,2025-04-14,2025-04-30,Delhi Biotech Solutions,India,Oncology - Injectable,Oncology Pharmaceutical Product,597,645.61,385429.17,"EMA Certified, FDA Approved, GMP Certified",None,Low,True,16,True,86320.08,68183.24,60,PHR-CON-9173
PHRX00990,2023-09-22,2023-09-30,Italian Drug Manufacturing,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2611,3670.6,9583936.6,"FDA Approved, ISO 13485 Certified",Single Source Supplier,Medium,False,8,True,1308183.43,958703.26,30,PHR-CON-4697
PHRX00991,2026-01-03,2026-02-15,Cork Pharmaceutical Manufacturing Ltd,Ireland,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,7950,3564.01,28333879.5,"GDP Compliant, FDA Approved",Transportation Delays,Medium,True,43,False,5324928.78,4820002.86,30,
PHRX00992,2025-07-28,2025-09-09,Guangzhou Biotech Ltd,China,Oncology - Injectable,Oncology Pharmaceutical Product,874,3592.07,3139469.18,"GDP Compliant, FDA Approved, WHO Prequalified",Regulatory Approval Delays,Medium,True,43,False,0.0,0.0,60,PHR-CON-7072
PHRX00993,2025-02-16,2025-04-10,Swiss MedSupply GmbH,EU,Respiratory - Inhaled,Respiratory Pharmaceutical Product,5781,3689.22,21327380.82,"EMA Certified, GMP Certified, ISO 13485 Certified",Quality Audit Issues,Medium,False,53,False,0.0,0.0,90,PHR-CON-6797
PHRX00994,2023-03-29,2023-05-23,Guangzhou Biotech Ltd,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1516,4808.86,7290231.76,"GDP Compliant, EMA Certified, WHO Prequalified, GMP Certified",Regulatory Approval Delays,Medium,False,55,False,0.0,0.0,30,
PHRX00995,2025-04-08,2025-04-17,Bangalore Pharmaceutical Co,India,Respiratory - Inhaled,Respiratory Pharmaceutical Product,2712,2724.04,7387596.48,"EMA Certified, WHO Prequalified, ISO 13485 Certified, FDA Approved","Single Source Supplier, Manufacturing Capacity Constraints",High,False,9,True,0.0,0.0,90,PHR-CON-6483
PHRX00996,2023-05-25,2023-06-01,Bangalore Pharmaceutical Co,India,Oncology - Injectable,Oncology Pharmaceutical Product,5586,3435.85,19192658.1,"FDA Approved, GDP Compliant, GMP Certified",Regulatory Approval Delays,Medium,True,7,True,0.0,0.0,30,
PHRX00997,2025-02-04,2025-03-19,Delhi Biotech Solutions,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7532,1167.78,8795718.96,"WHO Prequalified, EMA Certified","Transportation Delays, Manufacturing Capacity Constraints",High,False,43,False,0.0,0.0,30,PHR-CON-2718
PHRX00998,2023-07-18,2023-09-07,Bangalore Pharmaceutical Co,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3528,1549.15,5465401.2,"WHO Prequalified, FDA Approved, EMA Certified, GMP Certified",None,Low,False,51,False,499633.2,456578.96,30,PHR-CON-5745
PHRX00999,2023-11-01,2023-11-24,Shanghai Medical Supply Co,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,6702,4727.13,31681225.26,"WHO Prequalified, GMP Certified",Regulatory Approval Delays,Medium,False,23,True,0.0,0.0,90,PHR-CON-5816
PHRX01000,2024-10-08,2024-11-21,Shanghai Medical Supply Co,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,8291,4886.22,40511650.02,"GDP Compliant, FDA Approved, WHO Prequalified","Transportation Delays, Regulatory Approval Delays",High,True,44,False,0.0,0.0,60,
PHRX01001,2024-10-29,2024-12-19,French Biologics SA,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,6325,4973.46,31457134.5,"ISO 13485 Certified, FDA Approved",Manufacturing Capacity Constraints,Medium,True,51,False,3116706.95,2852768.72,30,PHR-CON-1155
PHRX01002,2023-04-29,2023-06-04,Shenzhen Drug Manufacturing,China,Oncology - Injectable,Oncology Pharmaceutical Product,7788,3037.86,23658853.68,"GDP Compliant, WHO Prequalified",Raw Material Shortage,Medium,True,36,False,0.0,0.0,60,PHR-CON-9726
PHRX01003,2023-06-05,2023-06-18,Dublin BioPharmaceuticals,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,7381,4680.91,34549796.71,"GMP Certified, EMA Certified",Raw Material Shortage,Medium,False,13,True,0.0,0.0,90,
PHRX01004,2023-04-02,2023-05-20,Galway MedTech Solutions,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8146,3506.17,28561260.82,"ISO 13485 Certified, GDP Compliant","Single Source Supplier, Quality Audit Issues",High,False,48,False,0.0,0.0,90,PHR-CON-8070
PHRX01005,2023-10-17,2023-11-02,Dublin BioPharmaceuticals,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,193,2456.92,474185.56,"WHO Prequalified, EMA Certified, ISO 13485 Certified",None,Low,True,16,True,55960.57,47091.75,30,
PHRX01006,2024-05-17,2024-07-08,Shanghai Medical Supply Co,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2262,863.94,1954232.28,"GMP Certified, WHO Prequalified, FDA Approved, EMA Certified",Transportation Delays,Medium,False,52,False,0.0,0.0,90,PHR-CON-6857
PHRX01007,2025-08-20,2025-10-10,Mumbai Generics Ltd,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,4669,2394.61,11180434.09,"GMP Certified, ISO 13485 Certified, FDA Approved",None,Low,False,51,False,2680312.37,1819453.11,30,PHR-CON-5363
PHRX01008,2024-05-02,2024-05-17,Cork Pharmaceutical Manufacturing Ltd,Ireland,Pain Management - Injectable,Pain Management Pharmaceutical Product,3160,477.57,1509121.2,"EMA Certified, ISO 13485 Certified, GDP Compliant, GMP Certified",None,Low,False,15,True,313896.66,186063.84,90,PHR-CON-4649
PHRX01009,2025-02-13,2025-02-22,California Biologics Corporation,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,6501,1536.7,9990086.7,"GDP Compliant, FDA Approved",Single Source Supplier,Medium,False,9,True,1830006.44,1450804.26,30,PHR-CON-5000
PHRX01010,2025-03-26,2025-04-22,New Jersey Drug Co,USA,Oncology - Injectable,Oncology Pharmaceutical Product,7878,983.9,7751164.2,"ISO 13485 Certified, EMA Certified, FDA Approved",None,Low,True,27,True,0.0,0.0,30,PHR-CON-5652
PHRX01011,2025-11-06,2025-11-22,California Biologics Corporation,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1289,2414.56,3112367.84,"EMA Certified, WHO Prequalified, ISO 13485 Certified, GDP Compliant",Geopolitical Risk,Medium,False,16,True,0.0,0.0,60,PHR-CON-9114
PHRX01012,2025-06-04,2025-06-13,Delhi Biotech Solutions,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,6222,1003.4,6243154.8,"ISO 13485 Certified, GMP Certified, EMA Certified","Geopolitical Risk, Regulatory Approval Delays",High,False,9,True,0.0,0.0,60,
PHRX01013,2025-01-09,2025-02-26,California Biologics Corporation,USA,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,1329,2510.81,3336866.49,"GMP Certified, FDA Approved, ISO 13485 Certified",None,Low,True,48,False,761907.04,436406.56,60,PHR-CON-8348
PHRX01014,2024-04-27,2024-05-21,Shenzhen Drug Manufacturing,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,5694,3268.33,18609871.02,"GMP Certified, WHO Prequalified, GDP Compliant","Transportation Delays, Regulatory Approval Delays, Manufacturing Capacity Constraints",High,True,24,True,0.0,0.0,90,
PHRX01015,2024-03-16,2024-04-29,Swiss MedSupply GmbH,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,8122,1718.52,13957819.44,"GMP Certified, WHO Prequalified, FDA Approved",None,Low,True,44,False,1455106.03,937777.25,60,PHR-CON-4232
PHRX01016,2023-07-14,2023-08-10,California Biologics Corporation,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,3243,4863.09,15771000.87,"GMP Certified, ISO 13485 Certified, GDP Compliant",None,Low,False,27,True,0.0,0.0,90,PHR-CON-6776
PHRX01017,2023-06-13,2023-08-09,Texas Pharma Manufacturing,USA,Oncology - Injectable,Oncology Pharmaceutical Product,6022,3451.16,20782885.52,"GMP Certified, WHO Prequalified, GDP Compliant, FDA Approved","Manufacturing Capacity Constraints, Transportation Delays",High,True,57,False,4050969.7,3800104.63,30,PHR-CON-9691
PHRX01018,2023-10-28,2023-12-12,Bangalore Pharmaceutical Co,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,6516,1906.24,12421059.84,"WHO Prequalified, GDP Compliant, ISO 13485 Certified",Geopolitical Risk,Medium,True,45,False,800041.07,449794.8,90,PHR-CON-8674
PHRX01019,2024-03-29,2024-04-30,Cork Pharmaceutical Manufacturing Ltd,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,4274,4069.36,17392444.64,"ISO 13485 Certified, GMP Certified, GDP Compliant",Regulatory Approval Delays,Medium,True,32,False,1047000.96,747405.46,90,
PHRX01020,2023-11-28,2023-12-11,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,2389,1600.05,3822519.45,"FDA Approved, GDP Compliant","Single Source Supplier, Transportation Delays",High,False,13,True,0.0,0.0,90,PHR-CON-8099
PHRX01021,2024-12-25,2025-02-04,Bangalore Pharmaceutical Co,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7034,4632.45,32584653.3,"FDA Approved, GMP Certified",None,Low,False,41,False,7995206.85,6874166.75,30,PHR-CON-9237
PHRX01022,2023-03-06,2023-03-27,Texas Pharma Manufacturing,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,2585,4211.8,10887503.0,"GMP Certified, WHO Prequalified",Geopolitical Risk,Medium,False,21,True,2648711.11,1831943.95,30,PHR-CON-8219
PHRX01023,2025-12-12,2025-12-29,Galway MedTech Solutions,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,4133,666.59,2755016.47,"EMA Certified, WHO Prequalified, ISO 13485 Certified",Geopolitical Risk,Medium,True,17,True,0.0,0.0,30,PHR-CON-9373
PHRX01024,2024-12-26,2025-01-17,Delhi Biotech Solutions,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3904,2258.52,8817262.08,"FDA Approved, ISO 13485 Certified","Regulatory Approval Delays, Geopolitical Risk",High,False,22,True,0.0,0.0,90,PHR-CON-7363
PHRX01025,2023-06-28,2023-08-22,Shanghai Medical Supply Co,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,8153,1065.39,8686124.67,"GMP Certified, GDP Compliant, WHO Prequalified",None,Low,True,55,False,0.0,0.0,60,PHR-CON-9707
PHRX01026,2023-11-16,2023-12-31,Texas Pharma Manufacturing,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,9946,3532.11,35130366.06,"WHO Prequalified, ISO 13485 Certified, EMA Certified, GMP Certified",None,Low,False,45,False,4602796.61,2873907.17,30,PHR-CON-2436
PHRX01027,2023-06-11,2023-07-12,Italian Drug Manufacturing,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,9329,3448.14,32167698.06,"WHO Prequalified, FDA Approved",Transportation Delays,Medium,False,31,False,5286159.72,3593321.44,60,PHR-CON-3236
PHRX01028,2025-11-14,2026-01-06,Guangzhou Biotech Ltd,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5805,2214.94,12857726.7,"GDP Compliant, WHO Prequalified","Quality Audit Issues, Regulatory Approval Delays, Geopolitical Risk",High,False,53,False,2838078.16,2334331.98,30,PHR-CON-5507
PHRX01029,2024-05-14,2024-05-23,Shenzhen Drug Manufacturing,China,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,1574,3815.52,6005628.48,"EMA Certified, FDA Approved, GMP Certified, WHO Prequalified",None,Low,False,9,True,0.0,0.0,60,PHR-CON-5197
PHRX01030,2025-09-04,2025-09-20,Shenzhen Drug Manufacturing,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,5205,1183.99,6162667.95,"GMP Certified, FDA Approved",None,Low,False,16,True,372405.75,308095.36,90,
PHRX01031,2026-01-02,2026-01-20,Delhi Biotech Solutions,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3970,4479.86,17785044.2,"EMA Certified, GMP Certified","Single Source Supplier, Transportation Delays",High,False,18,True,3674900.88,2818563.21,90,
PHRX01032,2025-01-28,2025-03-24,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,3160,2691.6,8505456.0,"FDA Approved, GDP Compliant","Transportation Delays, Quality Audit Issues",High,False,55,False,0.0,0.0,90,PHR-CON-3954
PHRX01033,2025-05-26,2025-06-05,Beijing Pharmaceutical Group,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,2654,289.31,767828.74,"EMA Certified, GMP Certified","Manufacturing Capacity Constraints, Quality Audit Issues",High,False,10,True,0.0,0.0,90,PHR-CON-1341
PHRX01034,2025-09-03,2025-09-17,California Biologics Corporation,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,6283,382.02,2400231.66,"FDA Approved, GDP Compliant",Transportation Delays,Medium,False,14,True,0.0,0.0,90,
PHRX01035,2025-09-21,2025-11-01,Guangzhou Biotech Ltd,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,9561,3942.6,37695198.6,"WHO Prequalified, ISO 13485 Certified, GDP Compliant, GMP Certified","Geopolitical Risk, Manufacturing Capacity Constraints, Regulatory Approval Delays",High,False,41,False,2159306.68,1158918.33,60,
PHRX01036,2023-11-18,2023-12-02,Italian Drug Manufacturing,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,6221,1910.92,11887833.32,"GDP Compliant, ISO 13485 Certified",None,Low,False,14,True,1629911.2,1335267.0,90,PHR-CON-8490
PHRX01037,2024-11-16,2025-01-12,Texas Pharma Manufacturing,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,368,1260.23,463764.64,"ISO 13485 Certified, GDP Compliant",Regulatory Approval Delays,Medium,False,57,False,0.0,0.0,30,PHR-CON-4500
PHRX01038,2023-12-30,2024-02-04,New Jersey Drug Co,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,2484,1264.56,3141167.04,"FDA Approved, GDP Compliant, GMP Certified, WHO Prequalified",Regulatory Approval Delays,Medium,False,36,False,0.0,0.0,30,
